id,productId,price,quantity
1,0,31690000,100
2,0,31990000,100
3,0,32390000,100
4,0,32390000,100
5,1,20990000,100
6,1,20990000,100
7,1,20990000,100
8,1,20990000,100
9,1,20990000,100
10,2,16690000,100
11,2,16690000,100
12,3,25690000,100
13,3,25690000,100
14,4,19690000,100
15,4,19690000,100
16,5,26990000,100
17,5,26990000,100
18,5,26990000,100
19,5,26990000,100
20,6,24690000,100
21,6,24690000,100
22,6,24690000,100
23,6,24690000,100
24,6,24690000,100
25,7,38890000,100
26,7,38890000,100
27,7,38890000,100
28,7,38890000,100
29,8,23690000,100
30,8,23690000,100
31,8,23690000,100
32,8,23690000,100
33,8,23690000,100
34,9,29990000,100
35,9,29990000,100
36,9,29990000,100
37,9,29990000,100
38,10,27390000,100
39,10,27390000,100
40,10,27390000,100
41,10,27390000,100
42,10,27390000,100
43,11,36190000,100
44,11,36190000,100
45,11,36190000,100
46,11,36190000,100
47,12,31590000,100
48,12,31590000,100
49,12,31590000,100
50,12,31590000,100
51,12,31590000,100
52,13,44290000,100
53,13,44290000,100
54,13,44290000,100
55,13,44290000,100
56,14,27590000,100
57,14,27590000,100
58,14,27590000,100
59,14,27590000,100
60,14,27590000,100
61,15,40990000,100
62,15,40990000,100
63,15,40990000,100
64,15,40990000,100
65,16,28790000,100
66,16,28990000,100
67,16,28990000,100
68,16,28990000,100
69,17,31690000,100
70,17,31690000,100
71,17,31990000,100
72,17,31990000,100
73,18,39390000,100
74,18,39390000,100
75,18,39390000,100
76,18,39390000,100
77,19,23990000,100
78,19,23990000,100
79,19,23990000,100
80,19,23990000,100
81,20,36990000,100
82,20,37490000,100
83,20,37490000,100
84,20,37490000,100
85,21,24990000,100
86,21,25290000,100
87,21,25290000,100
88,21,25290000,100
89,21,25290000,100
90,22,28590000,100
91,22,28590000,100
92,22,28590000,100
93,22,28590000,100
94,22,28590000,100
95,23,21990000,100
96,23,22390000,100
97,23,22390000,100
98,23,22390000,100
99,23,22390000,100
100,24,18490000,100
101,24,18490000,100
102,24,18490000,100
103,24,18490000,100
104,24,18490000,100
105,25,21990000,100
106,25,22490000,100
107,25,22490000,100
108,25,22490000,100
109,25,22490000,100
110,26,27690000,100
111,27,9990000,100
112,27,9990000,100
113,28,12590000,100
114,28,12590000,100
115,28,12590000,100
116,28,12590000,100
117,29,15990000,100
118,29,15990000,100
119,29,15990000,100
120,29,15990000,100
121,30,18990000,100
122,30,18990000,100
123,30,18990000,100
124,30,18990000,100
125,31,16990000,100
126,31,16990000,100
127,32,39990000,100
128,32,39990000,100
129,32,39990000,100
130,33,19990000,100
131,33,19990000,100
132,33,19990000,100
133,33,19990000,100
134,34,23990000,100
135,34,23990000,100
136,34,23990000,100
137,34,23990000,100
138,35,23490000,100
139,35,23490000,100
140,35,23490000,100
141,35,23490000,100
142,36,27390000,100
143,36,27390000,100
144,36,27390000,100
145,36,27390000,100
146,37,33490000,100
147,37,33490000,100
148,37,33490000,100
149,37,33490000,100
150,38,40490000,100
151,38,40490000,100
152,38,40490000,100
153,38,40490000,100
154,39,26990000,100
155,39,26990000,100
156,39,26990000,100
157,40,29290000,100
158,40,29990000,100
159,40,29990000,100
160,40,29990000,100
161,41,52990000,100
162,41,52990000,100
163,41,52990000,100
164,42,21290000,100
165,42,21290000,100
166,42,21290000,100
167,42,21290000,100
168,43,24990000,100
169,43,24990000,100
170,43,24990000,100
171,43,24990000,100
172,44,6290000,100
173,44,6290000,100
174,45,2950000,100
175,45,2950000,100
176,45,2950000,100
177,46,13390000,100
178,46,13390000,100
179,46,13390000,100
180,46,13390000,100
181,47,3990000,100
182,47,3990000,100
183,47,3990000,100
184,48,31990000,100
185,48,31990000,100
186,48,31990000,100
187,49,35990000,100
188,49,35990000,100
189,49,35990000,100
190,50,2490000,100
191,50,2490000,100
192,51,16990000,100
193,51,16990000,100
