id,productId,price,quantity
194,51,16990000,100
195,51,16990000,100
196,52,23990000,100
197,52,23990000,100
198,52,23990000,100
199,52,23990000,100
200,53,28590000,100
201,53,28590000,100
202,53,28590000,100
203,53,28590000,100
204,54,27990000,100
205,54,27990000,100
206,54,27990000,100
207,54,27990000,100
208,55,16990000,100
209,55,16990000,100
210,55,16990000,100
211,55,17490000,100
212,56,6490000,100
213,56,6490000,100
214,56,6490000,100
215,57,22990000,100
216,57,22990000,100
217,57,22990000,100
218,58,7590000,100
219,58,7590000,100
220,58,7590000,100
221,59,5490000,100
222,59,5490000,100
223,59,5490000,100
224,60,11490000,100
225,60,11490000,100
226,61,4990000,100
227,61,4990000,100
228,61,4990000,100
229,62,14490000,100
230,62,14490000,100
231,62,14490000,100
232,62,14490000,100
233,63,4190000,100
234,63,4190000,100
235,63,4190000,100
236,64,2890000,100
237,64,2890000,100
238,64,2890000,100
239,65,4290000,100
240,65,4290000,100
241,65,4290000,100
242,66,24990000,100
243,66,24990000,100
244,66,24990000,100
245,67,34990000,100
246,67,34990000,100
247,67,34990000,100
248,68,4990000,100
249,68,4990000,100
250,68,4990000,100
251,69,10990000,100
252,69,10990000,100
253,69,10990000,100
254,70,2590000,100
255,70,2590000,100
256,70,2590000,100
257,71,2990000,100
258,71,2990000,100
259,71,2990000,100
260,72,2590000,100
261,72,2590000,100
262,73,25990000,100
263,73,25990000,100
264,74,12990000,100
265,74,12990000,100
266,75,17990000,100
267,76,17990000,100
268,76,17990000,100
269,76,17990000,100
270,77,6590000,100
271,77,6590000,100
272,77,6590000,100
273,78,3590000,100
274,78,3590000,100
275,78,3590000,100
276,79,8490000,100
277,79,8490000,100
278,79,8490000,100
279,80,10490000,100
280,80,10490000,100
281,80,10490000,100
282,81,2390000,100
283,81,2390000,100
284,82,2990000,100
285,82,2990000,100
286,82,2990000,100
287,83,5990000,100
288,83,5990000,100
289,83,5990000,100
290,84,5590000,100
291,84,5590000,100
292,84,5590000,100
293,85,6690000,100
294,85,6690000,100
295,85,6690000,100
296,86,10990000,100
297,86,10990000,100
298,87,8990000,100
299,87,8990000,100
300,88,35990000,100
301,88,35990000,100
302,89,19990000,100
303,89,19990000,100
304,90,2690000,100
305,90,2690000,100
306,91,5090000,100
307,91,5090000,100
308,92,9990000,100
309,93,8990000,100
310,93,8990000,100
311,94,2890000,100
312,94,2890000,100
313,95,3790000,100
314,95,3790000,100
315,96,9790000,100
316,96,9790000,100
317,97,6790000,100
318,97,6790000,100
319,98,3190000,100
320,98,3190000,100
321,99,4390000,100
322,99,4390000,100
323,100,16490000,100
324,100,16490000,100
325,101,5690000,100
326,101,5690000,100
327,102,4390000,100
328,102,4390000,100
329,103,7690000,100
330,103,7690000,100
331,104,4890000,100
332,104,4890000,100
333,105,3190000,100
334,105,3190000,100
335,106,7690000,100
336,107,4050000,100
337,107,4050000,100
338,108,3890000,100
339,108,3890000,100
340,109,2690000,100
341,109,2690000,100
342,110,3990000,100
343,110,3990000,100
344,111,4650000,100
345,111,4650000,100
346,112,4890000,100
347,112,4890000,100
348,113,7990000,100
349,113,7990000,100
350,114,4630000,100
351,114,4630000,100
352,115,7250000,100
353,115,7250000,100
354,116,5390000,100
355,116,5390000,100
356,117,3490000,100
357,117,3490000,100
358,118,7990000,100
359,118,7990000,100
360,119,7490000,100
361,119,7490000,100
362,120,6090000,100
363,120,6090000,100
364,121,2790000,100
365,121,2790000,100
366,122,2580000,100
367,122,2580000,100
